-80	-80	-80	-80	-80	-80	-80	-80
-65	-65	-65	-65	-65	-65	-65	-65
-50	-50	-50	-50	-50	-50	-50	-50
-35	-35	-35	-35	-35	-35	-35	-35
-25	-25	-25	-25	-25	-25	-25	-25
-10	-10	-12	-20	-20	-12	-10	-10
-2	-2	-4	-6	-6	-4	-2	-2
7	7	6	-1	-1	5	7	7
