0	0	0	0	0	0	0	0
50	55	55	60	60	55	55	50
20	25	30	35	35	30	25	20
10	10	15	15	15	15	10	10
5	5	7	10	10	7	5	5
7	0	5	7	7	5	0	7
5	0	5	5	5	5	0	5
0	0	0	0	0	0	0	0
