0	0	0	0	0	0	0	0
55	55	60	60	60	60	55	55
35	25	20	15	15	20	25	35
25	15	10	5	5	10	15	25
20	10	5	0	0	5	10	20
15	5	0	-5	-5	0	5	15
15	5	0	-5	-5	0	5	15
0	0	0	0	0	0	0	0
