0	0	0	0	0	0	0	0
65	60	55	55	55	55	60	65
45	29	16	5	5	16	29	45
33	17	7	0	0	7	17	33
25	10	0	-5	-5	0	10	25
20	5	-5	-10	-10	-5	5	20
20	5	-5	-10	-10	-5	5	20
0	0	0	0	0	0	0	0
